identifier,label
cath|4_2_0|4xwwA03/462-559,Alpha Beta
cath|4_2_0|3zq4C03/449-555,Alpha Beta
cath|4_2_0|4arcA05/799-859,Alpha Beta
cath|4_2_0|3i9v103/241-335,Alpha Beta
cath|4_2_0|4tq1A02/15-116,Alpha Beta
cath|4_2_0|2dymC01/12-133,Alpha Beta
cath|4_2_0|3vqiA01/1-122,Alpha Beta
cath|4_2_0|2l32A00/1-66,Alpha Beta
cath|4_2_0|2mekA00/1-110,Alpha Beta
cath|4_2_0|2y5pA00/321-392,Alpha Beta
cath|4_2_0|3nuhB03/592-683,Alpha Beta
cath|4_2_0|3p42D01/23-67_113-146_246-251,Alpha Beta
cath|4_2_0|3tuoC00/67-170,Alpha Beta
cath|4_2_0|4je3B00/374-450,Alpha Beta
cath|4_2_0|4njcA00/6-65,Alpha Beta
cath|4_2_0|3c8yA01/1-124,Alpha Beta
cath|4_2_0|1vr9A02/12-67,Alpha Beta
cath|4_2_0|2wxfA02/156-291,Alpha Beta
cath|4_2_0|4jpsA01/2-327,Alpha Beta
cath|4_2_0|2y3aA01/13-320,Alpha Beta
cath|4_2_0|3n9yC00/28-95,Alpha Beta
cath|4_2_0|3u2sC00/119-239,Alpha Beta
cath|4_2_0|2blnA02/203-304,Alpha Beta
cath|4_2_0|2bw0A02/206-307,Alpha Beta
cath|4_2_0|3q0iA02/210-314,Alpha Beta
cath|4_2_0|4iqfA02/207-311,Alpha Beta
cath|4_2_0|1zghA02/165-226,Alpha Beta
cath|4_2_0|2ab5A01/257-383,Alpha Beta
cath|4_2_0|2ab5B02/384-517,Alpha Beta
cath|4_2_0|3c0wA01/3-122,Alpha Beta
cath|4_2_0|1dq3A04/225-338,Alpha Beta
cath|4_2_0|2dchX02/86-196,Alpha Beta
cath|4_2_0|1t9iA00/2-154,Alpha Beta
cath|4_2_0|1jvaB02/466-586,Alpha Beta
cath|4_2_0|4loxA01/3-147,Alpha Beta
cath|4_2_0|4yhxA01/4-144,Alpha Beta
cath|4_2_0|4loxA02/155-302,Alpha Beta
cath|4_2_0|1mowA01/5-117,Alpha Beta
cath|4_2_0|3c0wA02/123-225,Alpha Beta
cath|4_2_0|1dfaA03/304-398,Alpha Beta
cath|4_2_0|2vs7D02/102-195,Alpha Beta
cath|4_2_0|2dchX01/-10-85,Alpha Beta
cath|4_2_0|2fldA00/6-166,Alpha Beta
cath|4_2_0|1dq3A03/138-224,Alpha Beta
cath|4_2_0|2vs7A02/105-182,Alpha Beta
cath|4_2_0|4z1xA02/154-296,Alpha Beta
cath|4_2_0|5a74A00/6-162,Alpha Beta
cath|4_2_0|3e54A00/4-162,Alpha Beta
cath|4_2_0|2cw8A03/274-442,Alpha Beta
cath|4_2_0|1ef0B02/180-415,Alpha Beta
cath|4_2_0|3hyiA01/7-201,Alpha Beta
cath|4_2_0|2ex5A00/5-211,Alpha Beta
cath|4_2_0|2f4lA03/204-283,Alpha Beta
cath|4_2_0|4kzsA01/34-120,Alpha Beta
cath|4_2_0|3g4nA01/2-90,Alpha Beta
cath|4_2_0|1bcpB01/4-89,Alpha Beta
cath|4_2_0|1itxA02/337-409,Alpha Beta
cath|4_2_0|4wkaA02/266-334,Alpha Beta
cath|4_2_0|3alfA02/233-302,Alpha Beta
cath|4_2_0|5jh8A02/177-187_216-271,Alpha Beta
cath|4_2_0|1edqA03/443-518,Alpha Beta
cath|4_2_0|4mnkA02/239-303,Alpha Beta
cath|4_2_0|3g6mA02/295-357,Alpha Beta
cath|4_2_0|1jndA02/278-371,Alpha Beta
cath|4_2_0|4s3jA03/324-383,Alpha Beta
cath|4_2_0|1kfwA02/327-389,Alpha Beta
cath|4_2_0|4nzcA02/275-371,Alpha Beta
cath|4_2_0|4wiwA02/575-643,Alpha Beta
cath|4_2_0|3bxwA03/281-335,Alpha Beta
cath|4_2_0|4dwsC01/93-141_488-558,Alpha Beta
cath|4_2_0|3oa5A01/6-59_385-462,Alpha Beta
cath|4_2_0|3eipA00/1-84,Alpha Beta
cath|4_2_0|2pn0A02/46-127,Alpha Beta
cath|4_2_0|2f23A02/78-151,Alpha Beta
cath|4_2_0|1grjA02/76-158,Alpha Beta
cath|4_2_0|3gtyX02/145-228,Alpha Beta
cath|4_2_0|2y78A00/-8-113,Alpha Beta
cath|4_2_0|3ey6A00/33-150,Alpha Beta
cath|4_2_0|2ppnA00/1-107,Alpha Beta
cath|4_2_0|3ui4A00/-4-131,Alpha Beta
cath|4_2_0|3o5qA00/13-140,Alpha Beta
cath|4_2_0|3i6cA00/51-163,Alpha Beta
cath|4_2_0|4driA00/20-140,Alpha Beta
cath|4_2_0|2pv1A00/172-274,Alpha Beta
cath|4_2_0|4layA02/140-255,Alpha Beta
cath|4_2_0|3gpkA00/207-314,Alpha Beta
cath|4_2_0|5gpgA00/108-224,Alpha Beta
cath|4_2_0|4mspA01/2-117,Alpha Beta
cath|4_2_0|4jysB00/76-189,Alpha Beta
cath|4_2_0|4g2pA00/279-386,Alpha Beta
cath|4_2_0|3jxvA01/148-265,Alpha Beta
cath|4_2_0|3b7xA00/19-143,Alpha Beta
cath|4_2_0|4odpA00/1-110,Alpha Beta
cath|4_2_0|2pbcA00/41-140,Alpha Beta
cath|4_2_0|1q6hA02/122-224,Alpha Beta
cath|4_2_0|4dt4A01/9-72_130-144,Alpha Beta
cath|4_2_0|3rfwA03/128-235,Alpha Beta
cath|4_2_0|4odkA00/1-156,Alpha Beta
cath|4_2_0|3prbA01/1-87_132-149,Alpha Beta
cath|4_2_0|2f4eB00/34-160,Alpha Beta
cath|4_2_0|1jvwA00/33-192,Alpha Beta
cath|4_2_0|1t11A03/150-246,Alpha Beta
cath|4_2_0|3nrkA02/195-303,Alpha Beta
cath|4_2_0|1m5yC02/163-273_396-420,Alpha Beta
cath|4_2_0|3rgcA02/152-229,Alpha Beta
cath|4_2_0|4o2tA00/0-190,Alpha Beta
cath|4_2_0|2jzvA00/-5-245,Alpha Beta
cath|4_2_0|2mntA00/264-383,Alpha Beta
cath|4_2_0|2kgjA00/1-102,Alpha Beta
cath|4_2_0|2kr7A01/1-75_133-151,Alpha Beta
cath|4_2_0|1hxvA00/29-113,Alpha Beta
cath|4_2_0|2mf9A00/1-157,Alpha Beta
cath|4_2_0|2lknA00/2-166,Alpha Beta
cath|4_2_0|4hbeA00/24-121,Alpha Beta
cath|4_2_0|4it6B00/2-118,Alpha Beta
cath|4_2_0|4l3nA02/496-562,Alpha Beta
cath|4_2_0|3pr9A00/1-150,Alpha Beta
cath|4_2_0|3wh2A00/78-209,Alpha Beta
cath|4_2_0|2zibA00/4-133,Alpha Beta
cath|4_2_0|2xr6A00/255-384,Alpha Beta
cath|4_2_0|2vuvA00/1-129,Alpha Beta
cath|4_2_0|1ypqA00/140-270,Alpha Beta
cath|4_2_0|4ak8A00/196-325,Alpha Beta
cath|4_2_0|4uwwA00/1-132,Alpha Beta
cath|4_2_0|1litA00/14-144,Alpha Beta
cath|4_2_0|5b1rA00/229-348,Alpha Beta
cath|4_2_0|1j34A00/1-129,Alpha Beta
cath|4_2_0|3hupA00/79-199,Alpha Beta
cath|4_2_0|2h2tB01/166-286,Alpha Beta
cath|4_2_0|1gz2A00/4-142,Alpha Beta
cath|4_2_0|1j34B00/201-323,Alpha Beta
cath|4_2_0|1g1tA01/1-119,Alpha Beta
cath|4_2_0|2c6uA00/100-221,Alpha Beta
cath|4_2_0|3vppB00/111-237,Alpha Beta
cath|4_2_0|3m9zA00/92-215,Alpha Beta
cath|4_2_0|4wreA00/88-228,Alpha Beta
cath|4_2_0|1sb2A00/1-132,Alpha Beta
cath|4_2_0|1wmzA00/1-140,Alpha Beta
cath|4_2_0|2ox9C00/607-737,Alpha Beta
cath|4_2_0|3g8kA00/139-265,Alpha Beta
cath|4_2_0|4pp8A00/108-232,Alpha Beta
cath|4_2_0|3l9jC00/46-180,Alpha Beta
cath|4_2_0|1kza100/111-225,Alpha Beta
cath|4_2_0|1h8uB00/2-117,Alpha Beta
cath|4_2_0|1byfA00/2-124,Alpha Beta
cath|4_2_0|3ff9A00/74-189,Alpha Beta
cath|4_2_0|2yhfA00/70-187,Alpha Beta
cath|4_2_0|1rtm100/73-221,Alpha Beta
cath|4_2_0|1jznA00/1-135,Alpha Beta
cath|4_2_0|3aluA00/1-157,Alpha Beta
cath|4_2_0|1eggA00/628-763,Alpha Beta
cath|4_2_0|1koeA00/138-309,Alpha Beta
cath|4_2_0|3fd4A00/83-222,Alpha Beta
cath|4_2_0|3whdA00/61-215,Alpha Beta
cath|4_2_0|1eslA00/1-157,Alpha Beta
cath|4_2_0|3bdwA00/57-179,Alpha Beta
cath|4_2_0|1tdqB00/1-126,Alpha Beta
cath|4_2_0|1f00I03/842-939,Alpha Beta
cath|4_2_0|2pf5D00/1-96,Alpha Beta
cath|4_2_0|4m1gA00/99-184,Alpha Beta
cath|4_2_0|3bdwB00/113-232,Alpha Beta
cath|4_2_0|4yliE00/122-270,Alpha Beta
cath|4_2_0|1cwvA05/887-986,Alpha Beta
cath|4_2_0|1sl6A00/219-397,Alpha Beta
cath|4_2_0|1wk1A01/10-129,Alpha Beta
cath|4_2_0|1rjhA00/64-181,Alpha Beta
cath|4_2_0|2i83A01/21-171,Alpha Beta
cath|4_2_0|1jetA03/271-486,Alpha Beta
cath|4_2_0|1xocA03/265-488,Alpha Beta
cath|4_2_0|3drfA02/299-539,Alpha Beta
cath|4_2_0|2wolA02/300-530,Alpha Beta
cath|4_2_0|2d5wA03/302-549,Alpha Beta
cath|4_2_0|3o6pA00/300-526,Alpha Beta
cath|4_2_0|2nooA02/244-471,Alpha Beta
cath|4_2_0|3rqtA02/228-440,Alpha Beta
cath|4_2_0|4pfyA03/273-513,Alpha Beta
cath|4_2_0|4qflA03/288-506,Alpha Beta
cath|4_2_0|4ze8A03/283-492,Alpha Beta
cath|4_2_0|4oevA03/240-459,Alpha Beta
cath|4_2_0|2o7iA03/256-509,Alpha Beta
cath|4_2_0|3zs6A03/307-523,Alpha Beta
cath|4_2_0|3lvuB00/312-568,Alpha Beta
cath|4_2_0|4gl8A03/288-498,Alpha Beta
cath|4_2_0|5isuA03/279-489,Alpha Beta
cath|4_2_0|2grvC03/279-363_379-466_516-566,Alpha Beta
cath|4_2_0|4wedA02/270-495,Alpha Beta
cath|4_2_0|1zu0A03/241-486,Alpha Beta
cath|4_2_0|3ry3A02/250-489,Alpha Beta
cath|4_2_0|1uqwA03/239-463,Alpha Beta
cath|4_2_0|3t66A02/237-457,Alpha Beta
cath|4_2_0|2b4lA02/95-251,Alpha Beta
cath|4_2_0|1z2uA00/-2-147,Alpha Beta
cath|4_2_0|5f6eA00/2-157,Alpha Beta
cath|4_2_0|2yb6A00/2-151,Alpha Beta
cath|4_2_0|3r3qA00/8-160,Alpha Beta
cath|4_2_0|4onlA00/6-145,Alpha Beta
cath|4_2_0|3obqA00/2-145,Alpha Beta
cath|4_2_0|3we5A00/2-142,Alpha Beta
cath|4_2_0|1zdnA00/6-156,Alpha Beta
cath|4_2_0|2z6oA00/1-166,Alpha Beta
cath|4_2_0|4q5eC00/0-154,Alpha Beta
cath|4_2_0|1zuoB00/201-340,Alpha Beta
cath|4_2_0|2f4wB00/11-171,Alpha Beta
cath|4_2_0|4jquA00/-3-165,Alpha Beta
cath|4_2_0|2z5dB00/25-175,Alpha Beta
cath|4_2_0|1yh2A00/-1-154,Alpha Beta
cath|4_2_0|1yrvA00/-4-148,Alpha Beta
cath|4_2_0|3o2uA01/1027-1188,Alpha Beta
cath|4_2_0|2a7lA00/-5-117,Alpha Beta
cath|4_2_0|3fn1B00/26-185,Alpha Beta
cath|4_2_0|4ds2B00/1-160,Alpha Beta
cath|4_2_0|2fo3A00/9-117,Alpha Beta
cath|4_2_0|2y9mA00/14-179,Alpha Beta
cath|4_2_0|3zqsA01/109-196,Alpha Beta
cath|4_2_0|4y1lC00/9-121,Alpha Beta
cath|4_2_0|3cegA00/4493-4790,Alpha Beta
cath|4_2_0|2daxA01/1-141,Alpha Beta
cath|4_2_0|2yz0A00/1-138,Alpha Beta
cath|4_2_0|1ukxA00/1-137,Alpha Beta
cath|4_2_0|2dmfA00/1-137,Alpha Beta
cath|4_2_0|2dawA01/11-143,Alpha Beta
cath|4_2_0|2ebmA00/1-128,Alpha Beta
cath|4_2_0|1br7003/430-546,Alpha Beta
cath|4_2_0|3zqsA02/197-294,Alpha Beta
cath|4_2_0|3x34A00/8-94,Alpha Beta
cath|4_2_0|3lf5A00/51-137,Alpha Beta
cath|4_2_0|1cyoA00/1-88,Alpha Beta
cath|4_2_0|1mj4A00/3-82,Alpha Beta
cath|4_2_0|1cxyA00/6-86,Alpha Beta
cath|4_2_0|4b8nB00/2-91,Alpha Beta
cath|4_2_0|1x3xA00/1-82,Alpha Beta
cath|4_2_0|4x8yB00/64-173,Alpha Beta
cath|4_2_0|2keoA00/21-112,Alpha Beta
cath|4_2_0|4mtuA00/1-143,Alpha Beta
cath|4_2_0|3r87A00/1-132,Alpha Beta
cath|4_2_0|1vh5A00/0-137,Alpha Beta
cath|4_2_0|3k67A00/4-159,Alpha Beta
cath|4_2_0|2hx5A00/2-144,Alpha Beta
cath|4_2_0|3qooA00/2-135,Alpha Beta
cath|4_2_0|1lo7A00/2-141,Alpha Beta
cath|4_2_0|1sh8B00/-1-147,Alpha Beta
cath|4_2_0|1q4tA00/10-151,Alpha Beta
cath|4_2_0|5hd6F00/3-172,Alpha Beta
cath|4_2_0|1yocA00/1-145,Alpha Beta
cath|4_2_0|1t82B00/-5-143,Alpha Beta
cath|4_2_0|1vpmB00/3-153,Alpha Beta
cath|4_2_0|2w3xC00/1-144,Alpha Beta
cath|4_2_0|4rljA00/3-146,Alpha Beta
cath|4_2_0|1iq6B00/1-133,Alpha Beta
cath|4_2_0|3kuvB00/5-137,Alpha Beta
cath|4_2_0|3lw3B00/-3-135,Alpha Beta
cath|4_2_0|5buwA00/5-148,Alpha Beta
cath|4_2_0|4rljB00/-4-142,Alpha Beta
cath|4_2_0|4ffuD00/3-149,Alpha Beta
cath|4_2_0|3f5oA00/2-139,Alpha Beta
cath|4_2_0|2c2iA00/2-150,Alpha Beta
cath|4_2_0|2v1oB00/14-161,Alpha Beta
cath|4_2_0|3ck1A00/0-142,Alpha Beta
cath|4_2_0|1s5uE00/-1-134,Alpha Beta
cath|4_2_0|2ov9B01/5-21_81-209,Alpha Beta
cath|4_2_0|2o5uA00/0-143,Alpha Beta
cath|4_2_0|3bjkC00/10-152,Alpha Beta
cath|4_2_0|2pzhA00/-1-132,Alpha Beta
cath|4_2_0|4w78F00/1-127,Alpha Beta
cath|4_2_0|2bi0A02/191-337,Alpha Beta
cath|4_2_0|1pn2C01/5-152,Alpha Beta
cath|4_2_0|4w78G00/7-169,Alpha Beta
cath|4_2_0|2essA01/2-148,Alpha Beta
cath|4_2_0|2nujA01/9-156,Alpha Beta
cath|4_2_0|2bi0A01/8-160,Alpha Beta
cath|4_2_0|4a0zB00/52-189,Alpha Beta
cath|4_2_0|2oafB00/0-143,Alpha Beta
cath|4_2_0|4k00A00/2-138,Alpha Beta
cath|4_2_0|5szvA00/6-152,Alpha Beta
cath|4_2_0|3e1eC00/1-141,Alpha Beta
cath|4_2_0|4ae8D00/43-234,Alpha Beta
cath|4_2_0|1wluA00/1-117,Alpha Beta
cath|4_2_0|3qy3A00/5-134,Alpha Beta
cath|4_2_0|2cwzA00/2-138,Alpha Beta
cath|4_2_0|5eo4A01/1-139,Alpha Beta
cath|4_2_0|3lbeB00/4-127,Alpha Beta
cath|4_2_0|3s4kA00/15-140,Alpha Beta
cath|4_2_0|1c8uA01/131-286,Alpha Beta
cath|4_2_0|2gf6A00/2-134,Alpha Beta
cath|4_2_0|2egjA00/2-127,Alpha Beta
cath|4_2_0|2hboA01/12-144,Alpha Beta
cath|4_2_0|1njkA00/0-132,Alpha Beta
cath|4_2_0|3kh8B01/3-164,Alpha Beta
cath|4_2_0|2fs2B00/0-137,Alpha Beta
cath|4_2_0|2hljA01/0-139,Alpha Beta
cath|4_2_0|2cyeC00/2-133,Alpha Beta
cath|4_2_0|3kh8A02/165-297,Alpha Beta
cath|4_2_0|1zkiA00/5-129,Alpha Beta
cath|4_2_0|2gllF00/11-157,Alpha Beta
cath|4_2_0|3lmbA01/7-163,Alpha Beta
cath|4_2_0|2prxA00/6-151,Alpha Beta
cath|4_2_0|4k02A00/10-136,Alpha Beta
cath|4_2_0|3exzA00/15-160,Alpha Beta
cath|4_2_0|1ixlA00/2-130,Alpha Beta
cath|4_2_0|2oiwA00/-1-131,Alpha Beta
cath|4_2_0|1z54A00/1-132,Alpha Beta
cath|4_2_0|4mobA02/183-326,Alpha Beta
cath|4_2_0|3ir3A00/34-167,Alpha Beta
cath|4_2_0|3e8pA00/12-164,Alpha Beta
cath|4_2_0|4mobA01/8-152,Alpha Beta
cath|4_2_0|3f1tB00/3-138,Alpha Beta
cath|4_2_0|3khpD01/3-156,Alpha Beta
cath|4_2_0|2q78F00/-2-133,Alpha Beta
cath|4_2_0|2qwzA01/6-138,Alpha Beta
cath|4_2_0|3hduA00/5-156,Alpha Beta
cath|4_2_0|4rmmA00/6-148,Alpha Beta
cath|4_2_0|4m20A00/2-122,Alpha Beta
cath|4_2_0|2q2bA00/177-326,Alpha Beta
cath|4_2_0|1c8uA02/2-116,Alpha Beta
cath|4_2_0|3nwzC00/10-164,Alpha Beta
cath|4_2_0|2pimA00/5-136,Alpha Beta
cath|4_2_0|3gekA00/2-132,Alpha Beta
cath|4_2_0|3bnvD00/12-154,Alpha Beta
cath|4_2_0|2eisA00/3-123,Alpha Beta
cath|4_2_0|3e29B00/2-135,Alpha Beta
cath|4_2_0|3kg8A01/943-1087,Alpha Beta
cath|4_2_0|3hm0A00/13-138,Alpha Beta
cath|4_2_0|4mocA02/153-303,Alpha Beta
cath|4_2_0|3dkzA00/39-163,Alpha Beta
cath|4_2_0|3esiA00/1-124,Alpha Beta
cath|4_2_0|2essA02/149-247,Alpha Beta
cath|4_2_0|1s9cC01/6-163,Alpha Beta
cath|4_2_0|2f3xA00/44-186,Alpha Beta
cath|4_2_0|2gvhB02/143-262,Alpha Beta
cath|4_2_0|1tbuB00/13-118,Alpha Beta
cath|4_2_0|2f41B00/73-184,Alpha Beta
cath|4_2_0|3b7kC02/181-290,Alpha Beta
cath|4_2_0|4gakA00/-2-247,Alpha Beta
cath|4_2_0|3wewA00/2-252,Alpha Beta
cath|4_2_0|2ownA00/3-258,Alpha Beta
cath|4_2_0|3omlA03/311-592,Alpha Beta
cath|4_2_0|4hzpA00/12-309,Alpha Beta
cath|4_2_0|2uv8G08/1256-1414_1530-1659,Alpha Beta
cath|4_2_0|4e3eA00/3-353,Alpha Beta
cath|4_2_0|3s6pA03/280-421,Alpha Beta
cath|4_2_0|1ohfA03/276-416,Alpha Beta
cath|4_2_0|2pfcA00/20-183,Alpha Beta
cath|4_2_0|2qqpA03/266-402,Alpha Beta
cath|4_2_0|2uv8G09/1415-1529,Alpha Beta
cath|4_2_0|3frnA01/17-155,Alpha Beta
cath|4_2_0|3zh5A00/26-158,Alpha Beta
cath|4_2_0|3cjyA00/4-258,Alpha Beta
cath|4_2_0|4qfwA00/4-285,Alpha Beta
cath|4_2_0|3rd7A00/1-281,Alpha Beta
cath|4_2_0|3bbjA00/5-271,Alpha Beta
cath|4_2_0|3rqbB00/4-268,Alpha Beta
cath|4_2_0|5bp3B00/895-1180,Alpha Beta
cath|4_2_0|3kg9A00/962-1247,Alpha Beta
cath|4_2_0|5cf7A00/926-1217,Alpha Beta
cath|4_2_0|4ln9A00/7-294,Alpha Beta
cath|4_2_0|5e1vB00/6-279,Alpha Beta
cath|4_2_0|4u3vA00/1-257,Alpha Beta
cath|4_2_0|3hrqA00/1304-1636,Alpha Beta
cath|4_2_0|5kkuD00/5-299,Alpha Beta
cath|4_2_0|4kc5C03/3662-3964,Alpha Beta
cath|4_2_0|3kg7C00/937-1223,Alpha Beta
cath|4_2_0|2vz8A04/857-1110,Alpha Beta
cath|4_2_0|3kg8A02/1088-1244,Alpha Beta
cath|4_2_0|1dy5A00/1-124,Alpha Beta
cath|4_2_0|4aohA00/0-122,Alpha Beta
cath|4_2_0|1kf3A00/1-124,Alpha Beta
cath|4_2_0|1gqvA00/0-134,Alpha Beta
cath|4_2_0|3ljdA00/3-128,Alpha Beta
cath|4_2_0|3snfA00/2-104,Alpha Beta
cath|4_2_0|1c9vA00/1-124,Alpha Beta
cath|4_2_0|2p7sA00/5-114,Alpha Beta
cath|4_2_0|4perB00/3-115,Alpha Beta
cath|4_2_0|2lt5A00/1-120,Alpha Beta
cath|4_2_0|4k3lB02/124-247,Alpha Beta
cath|4_2_0|4k3lB03/248-366,Alpha Beta
cath|4_2_0|3d1gA01/1-123,Alpha Beta
cath|4_2_0|5agvA01/10-133,Alpha Beta
cath|4_2_0|4trtA01/1-122,Alpha Beta
cath|4_2_0|5fveA02/245-374,Alpha Beta
cath|4_2_0|1vpkA01/0-119,Alpha Beta
cath|4_2_0|4trtA03/242-361,Alpha Beta
cath|4_2_0|1vpkA02/120-247,Alpha Beta
cath|4_2_0|5agvA02/134-264,Alpha Beta
cath|4_2_0|1vpkA03/248-366,Alpha Beta
cath|4_2_0|4trtA02/123-241,Alpha Beta
cath|4_2_0|5ah2B03/263-396,Alpha Beta
cath|4_2_0|1sxjH02/127-254,Alpha Beta
cath|4_2_0|1sxjH01/3-126,Alpha Beta
cath|4_2_0|4tr6A01/1-140_207-246,Alpha Beta
cath|4_2_0|2avtB01/2-138_205-244,Alpha Beta
cath|4_2_0|3l0wA00/1-163,Alpha Beta
cath|4_2_0|3t0pA02/131-195_237-365,Alpha Beta
cath|4_2_0|3l0wB02/79-165,Alpha Beta
cath|4_2_0|3l0xB01/166-196_208-250,Alpha Beta
cath|4_2_0|5jviE01/6-154,Alpha Beta
cath|4_2_0|4k89A01/1-152,Alpha Beta
cath|4_2_0|2vqxA01/6-174,Alpha Beta
cath|4_2_0|4k90A01/246-446,Alpha Beta
cath|4_2_0|1lmlA01/100-269,Alpha Beta
cath|4_2_0|1nkiA00/1-134,Alpha Beta
cath|4_2_0|3sk2A00/-2-129,Alpha Beta
cath|4_2_0|4z6mA01/13-151,Alpha Beta
cath|4_2_0|4z6mA02/152-290,Alpha Beta
cath|4_2_0|4jh2A01/1-135,Alpha Beta
cath|4_2_0|3oajA02/68-211,Alpha Beta
cath|4_2_0|2ehzA01/4-138,Alpha Beta
cath|4_2_0|3bqxA00/3-141,Alpha Beta
cath|4_2_0|2a4xA00/2-132,Alpha Beta
cath|4_2_0|4gymB00/-2-141,Alpha Beta
cath|4_2_0|1kw3B01/1-132,Alpha Beta
cath|4_2_0|1kw3B02/133-286,Alpha Beta
cath|4_2_0|2p7oA00/1-132,Alpha Beta
cath|4_2_0|4hc5D00/0-130,Alpha Beta
cath|4_2_0|1f9zA00/1-135,Alpha Beta
cath|4_2_0|3rriA00/2-132,Alpha Beta
cath|4_2_0|3oxhA01/-13-137,Alpha Beta
cath|4_2_0|4z04A00/0-123,Alpha Beta
cath|4_2_0|2ei0A02/139-295,Alpha Beta
cath|4_2_0|1zswA02/66-215,Alpha Beta
cath|4_2_0|1ss4B00/4-148,Alpha Beta
cath|4_2_0|1qtoA00/1-122,Alpha Beta
cath|4_2_0|2r6uA01/4-125,Alpha Beta
cath|4_2_0|3rmuA00/-1-176,Alpha Beta
cath|4_2_0|3oajA01/3-67_212-312,Alpha Beta
cath|4_2_0|3hpyA02/151-289,Alpha Beta
cath|4_2_0|3lm4A01/7-142,Alpha Beta
cath|4_2_0|3zi1A02/134-278,Alpha Beta
cath|4_2_0|4lqbA00/-2-127,Alpha Beta
cath|4_2_0|2qntA01/5-122,Alpha Beta
cath|4_2_0|3zgjA01/15-175,Alpha Beta
cath|4_2_0|3huhA01/25-143,Alpha Beta
cath|4_2_0|1jc4A00/3-147,Alpha Beta
cath|4_2_0|4mymA00/-8-142,Alpha Beta
cath|4_2_0|4g6xA00/-1-127,Alpha Beta
cath|4_2_0|1twuA00/3-139,Alpha Beta
cath|4_2_0|3ghjA00/5-120,Alpha Beta
cath|4_2_0|3hpyA01/2-150,Alpha Beta
cath|4_2_0|3l7tA01/8-134,Alpha Beta
cath|4_2_0|3kolA01/21-153,Alpha Beta
cath|4_2_0|3w0tA00/8-183,Alpha Beta
cath|4_2_0|2rbbA00/32-160,Alpha Beta
cath|4_2_0|3zi1A01/-4-133,Alpha Beta
cath|4_2_0|1ecsA00/2-121,Alpha Beta
cath|4_2_0|2zyqA01/2-133,Alpha Beta
cath|4_2_0|2rk9B00/4-136,Alpha Beta
cath|4_2_0|5c68A00/4-121,Alpha Beta
cath|4_2_0|3gm5A00/0-150,Alpha Beta
cath|4_2_0|3r6aB00/2-126,Alpha Beta
cath|4_2_0|1xy7B00/22-154,Alpha Beta
cath|4_2_0|3hdpA00/-5-128,Alpha Beta
cath|4_2_0|5kefA00/4-147,Alpha Beta
cath|4_2_0|3p8aA01/22-183,Alpha Beta
cath|4_2_0|3ct8A00/-5-127,Alpha Beta
cath|4_2_0|3isqA01/9-174,Alpha Beta
cath|4_2_0|3vb0A01/2-130,Alpha Beta
cath|4_2_0|3oxhA02/138-258,Alpha Beta
cath|4_2_0|4rt5A00/11-111,Alpha Beta
cath|4_2_0|4qb5D00/0-124,Alpha Beta
cath|4_2_0|3lm4A02/151-327,Alpha Beta
cath|4_2_0|3fcdB00/4-131,Alpha Beta
cath|4_2_0|1k4nA00/1-190,Alpha Beta
cath|4_2_0|3b59A02/140-287,Alpha Beta
cath|4_2_0|3vb0A02/131-290,Alpha Beta
cath|4_2_0|2rk0A01/8-128,Alpha Beta
cath|4_2_0|2qqzA01/9-123,Alpha Beta
cath|4_2_0|1xqaA01/2-112,Alpha Beta
cath|4_2_0|1cjxA01/4-153,Alpha Beta
cath|4_2_0|1tfzA01/15-197,Alpha Beta
cath|4_2_0|4nvsA00/2-156,Alpha Beta
cath|4_2_0|4pavB00/-6-125,Alpha Beta
cath|4_2_0|3r4qA01/10-141,Alpha Beta
cath|4_2_0|3rheA00/5-122,Alpha Beta
cath|4_2_0|2pjsA01/14-115,Alpha Beta
cath|4_2_0|4huzA02/69-219,Alpha Beta
cath|4_2_0|2i7rA00/2-115,Alpha Beta
cath|4_2_0|3e0rB01/2-64_186-241,Alpha Beta
cath|4_2_0|1tfzA02/198-408,Alpha Beta
cath|4_2_0|2zw5A02/183-301,Alpha Beta
cath|4_2_0|3zgjA02/176-367,Alpha Beta
cath|4_2_0|3b59A01/3-123,Alpha Beta
cath|4_2_0|3e5dA00/2-126,Alpha Beta
cath|4_2_0|4huzA01/3-68_220-319,Alpha Beta
cath|4_2_0|3opyB01/5-155,Alpha Beta
cath|4_2_0|4n04A00/2-112,Alpha Beta
cath|4_2_0|3pkvA00/2-222,Alpha Beta
cath|4_2_0|3g12B00/2-118,Alpha Beta
cath|4_2_0|1u6lA01/9-138,Alpha Beta
cath|4_2_0|1tsjA00/1-133,Alpha Beta
cath|4_2_0|1cjxB02/154-355,Alpha Beta
cath|4_2_0|1fo8A02/367-446,Alpha Beta
cath|4_2_0|3e0rB02/65-185,Alpha Beta
cath|4_2_0|3lhoA01/2-240,Alpha Beta
cath|4_2_0|3iuzA00/0-327,Alpha Beta
cath|4_2_0|3p8aA02/184-273,Alpha Beta
cath|4_2_0|1u69C00/3-158,Alpha Beta
cath|4_2_0|2rjbD00/5-438,Alpha Beta
cath|4_2_0|3opyA01/5-170,Alpha Beta
cath|4_2_0|2o2kA01/926-963_1029-1103_1131-1263,Alpha Beta
cath|4_2_0|3ks3A00/4-261,Alpha Beta
cath|4_2_0|4ww8D00/3-262,Alpha Beta
